dayofyear,hourofday,Wind,Tair
146,12,15,15
146,13,15,15
146,14,15,15
146,15,15,30
146,16,15,30
146,17,15,30
146,18,15,15
146,19,15,30
146,20,15,15
146,21,15,15
146,22,15,15
146,23,15,90
147,0,15,90
147,1,15,15
147,2,15,15
147,3,15,15
147,4,15,15
147,5,15,15
147,6,15,30
147,7,15,30
147,8,15,15
147,9,15,30
147,10,15,30
147,11,15,15
147,12,15,15
147,13,15,15
147,14,15,15
147,15,15,30
147,16,15,30
147,17,15,30
147,18,15,15
147,19,15,90
147,20,15,15
147,21,15,90
147,22,15,15
147,23,15,90
148,0,15,90
148,1,15,15
148,2,15,15
148,3,15,15
148,4,15,15
148,5,15,15
148,6,15,30
148,7,15,15
148,8,15,15
148,9,15,30
148,10,15,30
148,11,15,30
148,12,15,15
148,13,15,15
148,14,15,15
148,15,15,30
148,16,15,30
148,17,15,30
148,18,15,15
148,19,15,90
148,20,15,15
148,21,15,15
148,22,15,15
148,23,15,15
149,0,15,15
149,1,15,15
149,2,15,15
149,3,15,15
149,4,15,15
149,5,15,15
149,6,15,30
149,7,15,15
149,8,15,30
149,9,15,30
149,10,15,30
149,11,15,30
149,12,15,30
149,13,15,15
149,14,15,30
149,15,15,30
149,16,15,30
149,17,15,30
149,18,15,15
149,19,15,90
149,20,15,15
149,21,15,90
149,22,15,15
149,23,15,90
150,0,15,15
150,1,15,15
150,2,15,15
150,3,15,15
150,4,15,15
150,5,15,15
150,6,15,15
150,7,15,15
150,8,15,15
150,9,15,30
150,10,15,30
150,11,15,30
150,12,15,30
150,13,15,15
150,14,15,15
150,15,15,30
150,16,15,30
150,17,15,30
150,18,15,15
150,19,15,90
150,20,15,15
150,21,15,90
150,22,15,15
150,23,15,15
151,0,15,15
151,1,15,15
151,2,15,15
151,3,15,15
151,4,15,15
151,5,15,15
151,6,15,15
151,7,15,15
151,8,15,15
151,9,15,30
151,10,15,30
151,11,15,30
151,12,15,30
151,13,15,15
151,14,15,30
151,15,15,30
151,16,15,30
151,17,15,30
151,18,15,15
151,19,15,90
151,20,15,15
151,21,15,90
151,22,15,15
151,23,15,15
152,0,15,15
152,1,15,15
152,2,15,15
152,3,15,15
152,4,15,15
152,5,15,15
152,6,15,15
152,7,15,15
152,8,15,15
152,9,15,30
152,10,15,30
152,11,15,15
152,12,15,30
152,13,15,15
152,14,15,30
152,15,15,30
152,16,15,30
152,17,15,30
152,18,15,15
152,19,15,15
152,20,15,15
152,21,15,90
152,22,15,15
152,23,15,15
153,0,15,15
153,1,15,15
153,2,15,15
153,3,15,15
153,4,15,15
153,5,15,15
153,6,15,15
153,7,15,15
153,8,15,15
153,9,15,30
153,10,15,30
153,11,15,30
153,12,15,30
153,13,15,30
153,14,15,30
153,15,15,30
153,16,15,30
153,17,15,15
153,18,15,15
153,19,15,15
153,20,15,15
153,21,15,15
153,22,15,15
153,23,15,15
154,0,15,15
154,1,15,15
154,2,15,15
154,3,15,15
154,4,15,15
154,5,15,15
154,6,15,15
154,7,15,15
154,8,15,30
154,9,15,30
154,10,15,30
154,11,15,30
154,12,15,30
154,13,15,30
154,14,15,15
154,15,15,30
154,16,15,30
154,17,15,15
154,18,15,15
154,19,15,15
154,20,15,15
154,21,15,15
154,22,15,15
154,23,15,15
155,0,15,15
155,1,15,15
155,2,15,15
155,3,15,15
155,4,15,15
155,5,15,15
155,6,15,15
155,7,15,15
155,8,15,30
155,9,15,30
155,10,15,30
155,11,15,30
155,12,15,30
155,13,15,15
155,14,15,15
155,15,15,15
155,16,15,90
155,17,15,15
155,18,15,15
155,19,15,15
155,20,15,15
155,21,15,15
155,22,15,15
155,23,15,15
156,0,15,15
156,1,15,15
156,2,15,15
156,3,15,15
156,4,15,15
156,5,15,15
156,6,15,15
156,7,15,15
156,8,15,15
156,9,15,30
156,10,15,30
156,11,15,30
156,12,15,30
156,13,15,30
156,14,15,15
156,15,15,15
156,16,15,90
156,17,15,15
156,18,15,15
156,19,15,90
156,20,15,15
156,21,15,15
156,22,15,15
156,23,15,15
157,0,15,15
157,1,15,15
157,2,15,15
157,3,15,15
157,4,15,15
157,5,15,15
157,6,15,15
157,7,15,15
157,8,15,15
157,9,15,30
157,10,15,30
157,11,15,30
157,12,15,30
157,13,15,30
157,14,15,15
157,15,15,15
157,16,15,15
157,17,15,15
157,18,15,15
157,19,15,90
157,20,15,15
157,21,15,15
157,22,15,15
157,23,15,15
158,0,15,15
158,1,15,15
158,2,15,15
158,3,15,15
158,4,15,15
158,5,15,15
158,6,15,15
158,7,15,15
158,8,15,15
158,9,15,30
158,10,15,30
158,11,15,30
158,12,15,45
158,13,15,30
158,14,15,15
158,15,15,15
158,16,15,90
158,17,15,15
158,18,15,15
158,19,15,90
158,20,15,15
158,21,15,15
158,22,15,15
158,23,15,15
159,0,15,15
159,1,15,15
159,2,15,15
159,3,15,15
159,4,15,15
159,5,15,15
159,6,15,15
159,7,15,15
159,8,15,15
159,9,15,15
159,10,15,15
159,11,15,15
159,12,15,45
159,13,15,45
159,14,15,15
159,15,15,15
159,16,15,90
159,17,15,15
159,18,15,15
159,19,15,90
159,20,15,90
159,21,15,15
159,22,15,15
159,23,15,15
160,0,15,15
160,1,15,15
160,2,15,15
160,3,15,15
160,4,15,15
160,5,15,15
160,6,15,15
160,7,15,15
160,8,15,15
160,9,15,15
160,10,15,15
160,11,15,15
160,12,15,45
160,13,15,30
160,14,15,15
160,15,15,15
160,16,15,15
160,17,15,15
160,18,15,15
160,19,15,15
160,20,15,90
160,21,15,15
160,22,15,15
160,23,15,15
161,0,15,15
161,1,15,15
161,2,15,15
161,3,15,15
161,4,15,15
161,5,15,15
161,6,15,15
161,7,15,15
161,8,15,15
161,9,15,15
161,10,15,15
161,11,15,15
161,12,15,45
161,13,15,45
161,14,15,15
161,15,15,15
161,16,15,15
161,17,15,15
161,18,15,15
161,19,15,15
161,20,15,15
161,21,15,15
161,22,15,15
161,23,15,15
162,0,15,15
162,1,15,15
162,2,15,15
162,3,15,15
162,4,15,15
162,5,15,15
162,6,15,15
162,7,15,15
162,8,15,15
162,9,15,15
162,10,15,15
162,11,15,15
162,12,15,90
162,13,15,45
162,14,15,15
162,15,15,15
162,16,15,15
162,17,15,15
162,18,15,15
162,19,15,15
162,20,15,15
162,21,15,15
162,22,15,15
162,23,15,15
163,0,15,15
163,1,15,15
163,2,15,15
163,3,15,15
163,4,15,15
163,5,15,15
163,6,15,15
163,7,15,15
163,8,15,15
163,9,15,15
163,10,15,15
163,11,15,15
163,12,15,90
163,13,15,45
163,14,15,15
163,15,15,15
163,16,15,15
163,17,15,15
163,18,15,15
163,19,15,90
163,20,15,90
163,21,15,15
163,22,15,15
163,23,15,15
164,0,15,15
164,1,15,15
164,2,15,15
164,3,15,15
164,4,15,15
164,5,15,15
164,6,15,15
164,7,15,15
164,8,15,15
164,9,15,15
164,10,15,15
164,11,15,15
164,12,15,90
164,13,15,45
164,14,15,15
164,15,15,15
164,16,15,15
164,17,15,15
164,18,15,15
164,19,15,15
164,20,15,90
164,21,15,15
164,22,15,15
164,23,15,15
165,0,15,15
165,1,15,15
165,2,15,15
165,3,15,15
165,4,15,15
165,5,15,15
165,6,15,15
165,7,15,15
165,8,15,15
165,9,15,15
165,10,15,15
165,11,15,15
165,12,15,45
165,13,15,45
165,14,15,15
165,15,15,15
165,16,15,15
165,17,15,15
165,18,15,15
165,19,15,15
165,20,15,15
165,21,15,15
165,22,15,15
165,23,15,15
166,0,15,15
166,1,15,15
166,2,15,15
166,3,15,15
166,4,15,15
166,5,15,15
166,6,15,15
166,7,15,15
166,8,15,15
166,9,15,15
166,10,15,15
166,11,15,15
166,12,15,45
166,13,15,45
166,14,15,15
166,15,15,15
166,16,15,15
166,17,15,15
166,18,15,15
166,19,15,15
166,20,15,15
166,21,15,15
166,22,15,15
166,23,15,15
167,0,15,15
167,1,15,15
167,2,15,15
167,3,15,15
167,4,15,15
167,5,15,15
167,6,15,15
167,7,15,15
167,8,15,15
167,9,15,15
167,10,15,15
167,11,15,15
167,12,15,60
167,13,15,45
167,14,15,15
167,15,15,15
167,16,15,15
167,17,15,15
167,18,15,15
167,19,15,15
167,20,15,15
167,21,15,15
167,22,15,15
167,23,15,15
168,0,15,15
168,1,15,15
168,2,15,15
168,3,15,15
168,4,15,15
168,5,15,15
168,6,15,15
168,7,15,15
168,8,15,15
168,9,15,15
168,10,30,15
168,11,15,15
168,12,15,45
168,13,15,45
168,14,15,15
168,15,15,15
168,16,15,15
168,17,15,15
168,18,15,15
168,19,15,15
168,20,15,15
168,21,15,15
168,22,15,15
168,23,15,15
169,0,15,15
169,1,15,15
169,2,15,15
169,3,15,15
169,4,15,15
169,5,15,15
169,6,15,15
169,7,15,15
169,8,15,15
169,9,15,15
169,10,30,15
169,11,15,15
169,12,15,60
169,13,15,45
169,14,15,15
169,15,15,15
169,16,15,15
169,17,15,15
169,18,15,15
169,19,15,15
169,20,15,15
169,21,15,15
169,22,15,15
169,23,15,15
170,0,15,15
170,1,15,15
170,2,15,30
170,3,15,15
170,4,15,15
170,5,30,15
170,6,15,15
170,7,15,15
170,8,15,15
170,9,15,15
170,10,30,15
170,11,15,15
170,12,15,60
170,13,15,45
170,14,15,15
170,15,15,15
170,16,15,15
170,17,15,15
170,18,15,15
170,19,15,90
170,20,15,90
170,21,15,15
170,22,15,15
170,23,15,15
171,0,15,15
171,1,15,15
171,2,15,30
171,3,15,15
171,4,15,15
171,5,30,15
171,6,15,15
171,7,15,15
171,8,30,15
171,9,15,15
171,10,15,15
171,11,15,15
171,12,15,90
171,13,15,60
171,14,15,15
171,15,15,15
171,16,15,15
171,17,15,15
171,18,15,15
171,19,15,90
171,20,15,90
171,21,15,15
171,22,15,15
171,23,15,15
172,0,15,15
172,1,15,15
172,2,30,30
172,3,15,15
172,4,30,15
172,5,30,15
172,6,30,15
172,7,15,15
172,8,30,15
172,9,30,15
172,10,30,15
172,11,15,15
172,12,15,60
172,13,15,60
172,14,15,15
172,15,15,15
172,16,15,15
172,17,15,30
172,18,15,15
172,19,15,90
172,20,15,90
172,21,15,15
172,22,15,15
172,23,15,15
173,0,15,15
173,1,15,15
173,2,30,30
173,3,15,30
173,4,30,15
173,5,30,15
173,6,30,15
173,7,15,15
173,8,30,15
173,9,30,15
173,10,30,15
173,11,15,15
173,12,15,60
173,13,15,60
173,14,15,15
173,15,15,15
173,16,15,60
173,17,15,30
173,18,15,15
173,19,15,90
173,20,15,90
173,21,15,15
173,22,15,15
173,23,15,15
174,0,15,15
174,1,15,30
174,2,30,30
174,3,15,30
174,4,30,30
174,5,30,15
174,6,15,15
174,7,15,15
174,8,30,15
174,9,30,15
174,10,30,15
174,11,30,15
174,12,30,60
174,13,15,60
174,14,15,15
174,15,15,15
174,16,15,15
174,17,30,15
174,18,15,15
174,19,30,90
174,20,30,90
174,21,30,15
174,22,15,15
174,23,15,15
175,0,15,15
175,1,30,15
175,2,30,30
175,3,30,30
175,4,30,30
175,5,30,15
175,6,30,15
175,7,30,15
175,8,30,15
175,9,30,15
175,10,30,15
175,11,30,15
175,12,30,60
175,13,15,60
175,14,15,15
175,15,15,15
175,16,15,15
175,17,30,15
175,18,15,15
175,19,30,15
175,20,15,15
175,21,30,15
175,22,15,15
175,23,15,15
176,0,15,15
176,1,30,15
176,2,30,30
176,3,15,30
176,4,30,30
176,5,30,15
176,6,30,15
176,7,30,15
176,8,30,15
176,9,30,30
176,10,30,30
176,11,15,15
176,12,30,60
176,13,15,60
176,14,15,30
176,15,15,15
176,16,15,15
176,17,15,15
176,18,15,15
176,19,30,15
176,20,15,15
176,21,30,15
176,22,15,15
176,23,15,15
177,0,15,15
177,1,15,15
177,2,30,30
177,3,15,15
177,4,30,30
177,5,30,15
177,6,30,15
177,7,15,15
177,8,30,30
177,9,30,30
177,10,30,30
177,11,30,15
177,12,15,60
177,13,15,60
177,14,15,60
177,15,15,15
177,16,15,15
177,17,15,15
177,18,15,15
177,19,30,15
177,20,15,15
177,21,30,15
177,22,30,15
177,23,15,15
178,0,15,15
178,1,15,15
178,2,30,30
178,3,15,30
178,4,30,30
178,5,30,15
178,6,30,15
178,7,15,15
178,8,30,30
178,9,30,30
178,10,30,30
178,11,30,15
178,12,30,60
178,13,15,60
178,14,15,60
178,15,15,15
178,16,15,15
178,17,15,15
178,18,15,15
178,19,15,15
178,20,15,15
178,21,30,15
178,22,15,15
178,23,15,15
179,0,15,15
179,1,15,15
179,2,30,15
179,3,15,15
179,4,30,15
179,5,30,15
179,6,30,15
179,7,30,15
179,8,30,15
179,9,30,15
179,10,30,15
179,11,30,15
179,12,15,60
179,13,15,60
179,14,15,15
179,15,15,15
179,16,15,15
179,17,30,15
179,18,15,15
179,19,15,15
179,20,15,15
179,21,30,15
179,22,15,15
179,23,15,15
180,0,15,15
180,1,15,15
180,2,30,15
180,3,15,15
180,4,30,15
180,5,30,15
180,6,45,15
180,7,30,15
180,8,15,15
180,9,30,15
180,10,30,30
180,11,30,15
180,12,15,60
180,13,15,60
180,14,15,15
180,15,15,15
180,16,30,15
180,17,30,15
180,18,15,15
180,19,15,15
180,20,15,15
180,21,30,15
180,22,15,15
180,23,15,15
181,0,15,15
181,1,15,15
181,2,30,15
181,3,15,15
181,4,30,15
181,5,45,15
181,6,45,15
181,7,30,15
181,8,30,15
181,9,30,15
181,10,30,15
181,11,15,15
181,12,15,60
181,13,15,60
181,14,15,30
181,15,15,15
181,16,30,15
181,17,30,15
181,18,15,15
181,19,15,15
181,20,15,15
181,21,30,15
181,22,15,15
181,23,15,15
182,0,15,15
182,1,15,15
182,2,30,15
182,3,15,15
182,4,30,15
182,5,45,15
182,6,45,15
182,7,30,15
182,8,30,15
182,9,30,15
182,10,30,15
182,11,30,15
182,12,30,60
182,13,30,60
182,14,15,30
182,15,15,15
182,16,30,15
182,17,30,15
182,18,15,15
182,19,15,15
182,20,15,15
182,21,30,15
182,22,15,15
182,23,15,15
183,0,15,15
183,1,15,15
183,2,30,15
183,3,30,15
183,4,30,15
183,5,45,15
183,6,45,15
183,7,30,15
183,8,30,15
183,9,30,15
183,10,30,15
183,11,30,15
183,12,15,60
183,13,30,60
183,14,15,30
183,15,15,15
183,16,30,15
183,17,30,15
183,18,15,45
183,19,15,90
183,20,15,60
183,21,30,15
183,22,15,15
183,23,15,15
184,0,15,15
184,1,30,15
184,2,30,15
184,3,30,15
184,4,45,15
184,5,45,15
184,6,45,15
184,7,30,30
184,8,15,15
184,9,30,15
184,10,15,15
184,11,30,15
184,12,15,60
184,13,15,60
184,14,15,30
184,15,15,15
184,16,30,15
184,17,30,15
184,18,15,45
184,19,30,90
184,20,15,60
184,21,30,45
184,22,30,15
184,23,30,15
185,0,15,15
185,1,30,15
185,2,30,15
185,3,15,15
185,4,45,15
185,5,45,15
185,6,45,15
185,7,30,15
185,8,30,15
185,9,30,15
185,10,45,15
185,11,30,15
185,12,30,60
185,13,30,60
185,14,15,45
185,15,15,45
185,16,30,45
185,17,30,45
185,18,15,45
185,19,30,90
185,20,15,45
185,21,30,45
185,22,30,15
185,23,30,15
186,0,30,15
186,1,30,15
186,2,30,15
186,3,15,15
186,4,30,15
186,5,45,15
186,6,45,15
186,7,30,15
186,8,30,15
186,9,30,15
186,10,30,15
186,11,30,15
186,12,15,60
186,13,15,60
186,14,15,45
186,15,15,45
186,16,30,45
186,17,30,45
186,18,15,45
186,19,30,45
186,20,15,45
186,21,30,45
186,22,30,15
186,23,15,15
187,0,15,15
187,1,30,15
187,2,30,15
187,3,30,15
187,4,45,15
187,5,45,15
187,6,45,15
187,7,30,15
187,8,30,15
187,9,30,15
187,10,45,15
187,11,30,15
187,12,15,60
187,13,30,60
187,14,15,45
187,15,15,45
187,16,30,45
187,17,30,45
187,18,30,45
187,19,30,45
187,20,15,45
187,21,30,45
187,22,30,15
187,23,15,15
188,0,15,15
188,1,45,15
188,2,45,15
188,3,30,15
188,4,45,15
188,5,45,15
188,6,30,15
188,7,30,15
188,8,30,15
188,9,30,15
188,10,45,15
188,11,45,15
188,12,15,60
188,13,30,60
188,14,15,45
188,15,15,45
188,16,30,45
188,17,45,45
188,18,30,45
188,19,30,45
188,20,15,45
188,21,30,45
188,22,30,15
188,23,45,15
189,0,15,15
189,1,30,15
189,2,45,15
189,3,30,15
189,4,45,15
189,5,45,15
189,6,30,15
189,7,30,15
189,8,30,15
189,9,45,15
189,10,45,15
189,11,45,15
189,12,15,60
189,13,30,60
189,14,15,15
189,15,15,15
189,16,15,45
189,17,45,15
189,18,30,45
189,19,30,45
189,20,15,45
189,21,30,45
189,22,30,45
189,23,45,15
190,0,15,15
190,1,30,15
190,2,45,15
190,3,30,15
190,4,30,15
190,5,45,15
190,6,30,15
190,7,30,15
190,8,30,15
190,9,30,15
190,10,45,15
190,11,45,15
190,12,15,15
190,13,30,15
190,14,15,15
190,15,15,45
190,16,30,45
190,17,45,15
190,18,30,45
190,19,15,45
190,20,15,45
190,21,15,45
190,22,30,30
190,23,45,15
191,0,30,15
191,1,30,15
191,2,45,15
191,3,30,15
191,4,30,15
191,5,45,15
191,6,30,15
191,7,30,15
191,8,30,15
191,9,30,15
191,10,45,15
191,11,30,15
191,12,15,15
191,13,30,15
191,14,15,15
191,15,15,30
191,16,30,45
191,17,30,30
191,18,30,45
191,19,30,45
191,20,30,45
191,21,30,45
191,22,30,30
191,23,45,15
192,0,30,15
192,1,30,15
192,2,30,15
192,3,30,15
192,4,30,15
192,5,45,15
192,6,30,15
192,7,30,15
192,8,30,15
192,9,30,15
192,10,30,15
192,11,30,15
192,12,30,15
192,13,30,15
192,14,15,15
192,15,15,30
192,16,30,45
192,17,45,30
192,18,30,45
192,19,15,45
192,20,30,45
192,21,15,45
192,22,30,30
192,23,15,15
193,0,15,15
193,1,30,15
193,2,30,15
193,3,30,15
193,4,30,15
193,5,45,15
193,6,30,15
193,7,30,15
193,8,30,15
193,9,30,15
193,10,30,15
193,11,30,15
193,12,30,15
193,13,30,15
193,14,15,15
193,15,15,30
193,16,30,30
193,17,30,30
193,18,30,30
193,19,15,45
193,20,30,45
193,21,15,30
193,22,30,30
193,23,30,30
194,0,15,15
194,1,30,15
194,2,30,15
194,3,30,15
194,4,30,15
194,5,45,15
194,6,30,30
194,7,30,15
194,8,30,15
194,9,30,15
194,10,30,15
194,11,45,15
194,12,30,15
194,13,30,15
194,14,15,30
194,15,15,30
194,16,30,30
194,17,45,30
194,18,30,30
194,19,15,45
194,20,30,45
194,21,15,30
194,22,30,30
194,23,15,30
195,0,15,15
195,1,30,15
195,2,30,15
195,3,30,15
195,4,30,15
195,5,45,15
195,6,30,30
195,7,30,15
195,8,30,15
195,9,30,15
195,10,15,15
195,11,45,15
195,12,30,15
195,13,30,15
195,14,15,15
195,15,15,30
195,16,30,30
195,17,45,30
195,18,30,30
195,19,15,45
195,20,30,30
195,21,15,30
195,22,30,30
195,23,30,30
196,0,30,15
196,1,30,15
196,2,30,15
196,3,30,15
196,4,30,15
196,5,45,15
196,6,30,30
196,7,30,30
196,8,15,15
196,9,30,15
196,10,30,15
196,11,30,15
196,12,30,15
196,13,30,15
196,14,15,15
196,15,15,30
196,16,30,30
196,17,45,30
196,18,30,30
196,19,15,30
196,20,30,30
196,21,15,30
196,22,30,30
196,23,15,30
197,0,15,15
197,1,30,15
197,2,30,15
197,3,30,30
197,4,30,30
197,5,45,30
197,6,30,30
197,7,30,30
197,8,15,15
197,9,30,15
197,10,30,15
197,11,30,15
197,12,30,15
197,13,30,15
197,14,15,30
197,15,15,30
197,16,15,30
197,17,30,30
197,18,30,30
197,19,15,30
197,20,30,30
197,21,15,30
197,22,30,30
197,23,30,30
198,0,30,15
198,1,30,15
198,2,30,15
198,3,30,45
198,4,30,30
198,5,45,30
198,6,30,30
198,7,30,30
198,8,15,30
198,9,30,15
198,10,30,15
198,11,30,15
198,12,30,15
198,13,30,15
198,14,15,30
198,15,15,30
198,16,15,30
198,17,30,30
198,18,30,30
198,19,15,60
198,20,30,30
198,21,15,30
198,22,30,30
198,23,30,30
199,0,15,15
199,1,30,15
199,2,30,15
199,3,30,45
199,4,30,15
199,5,30,15
199,6,30,30
199,7,30,45
199,8,15,45
199,9,30,45
199,10,30,15
199,11,30,15
199,12,30,15
199,13,30,15
199,14,15,15
199,15,15,30
199,16,15,30
199,17,30,30
199,18,30,30
199,19,15,60
199,20,30,60
199,21,15,30
199,22,30,30
199,23,45,30
200,0,15,30
200,1,15,15
200,2,30,15
200,3,30,45
200,4,30,30
200,5,30,30
200,6,30,30
200,7,15,30
200,8,15,30
200,9,30,30
200,10,30,30
200,11,45,15
200,12,30,15
200,13,15,15
200,14,15,30
200,15,15,30
200,16,15,30
200,17,30,30
200,18,30,60
200,19,15,60
200,20,15,60
200,21,15,30
200,22,30,30
200,23,15,30
201,0,15,30
201,1,15,15
201,2,15,15
201,3,30,45
201,4,15,15
201,5,30,15
201,6,30,30
201,7,15,30
201,8,15,30
201,9,15,30
201,10,30,30
201,11,30,15
201,12,30,15
201,13,15,15
201,14,15,30
201,15,15,30
201,16,15,30
201,17,15,30
201,18,30,60
201,19,15,60
201,20,15,60
201,21,15,30
201,22,30,30
201,23,45,30
202,0,30,30
202,1,30,15
202,2,15,15
202,3,15,30
202,4,15,15
202,5,15,30
202,6,15,30
202,7,15,45
202,8,15,45
202,9,15,45
202,10,15,30
202,11,30,15
202,12,30,15
202,13,15,15
202,14,15,30
202,15,15,30
202,16,15,30
202,17,15,30
202,18,30,30
202,19,15,30
202,20,15,30
202,21,15,30
202,22,30,30
202,23,45,30
203,0,30,30
203,1,30,30
203,2,15,30
203,3,15,30
203,4,15,15
203,5,15,30
203,6,15,30
203,7,15,45
203,8,15,45
203,9,15,30
203,10,15,30
203,11,30,15
203,12,30,30
203,13,15,90
203,14,15,30
203,15,15,30
203,16,15,30
203,17,15,30
203,18,30,30
203,19,15,30
203,20,15,30
203,21,15,30
203,22,30,30
203,23,45,30
204,0,30,30
204,1,30,30
204,2,15,30
204,3,15,30
204,4,15,30
204,5,15,15
204,6,15,30
204,7,15,45
204,8,15,45
204,9,15,30
204,10,30,30
204,11,30,15
204,12,30,30
204,13,15,90
204,14,15,30
204,15,15,15
204,16,15,30
204,17,15,30
204,18,15,30
204,19,15,30
204,20,15,30
204,21,15,30
204,22,15,30
204,23,30,30
205,0,30,30
205,1,30,30
205,2,15,30
205,3,15,30
205,4,15,30
205,5,15,30
205,6,15,30
205,7,15,45
205,8,15,45
205,9,15,30
205,10,15,30
205,11,15,15
205,12,15,30
205,13,15,30
205,14,15,30
205,15,15,30
205,16,15,30
205,17,15,30
205,18,15,30
205,19,15,45
205,20,15,30
205,21,15,30
205,22,15,30
205,23,30,30
206,0,30,30
206,1,15,30
206,2,15,30
206,3,15,30
206,4,15,30
206,5,15,30
206,6,15,30
206,7,15,30
206,8,15,30
206,9,15,30
206,10,15,30
206,11,15,15
206,12,15,30
206,13,15,30
206,14,15,30
206,15,15,15
206,16,15,30
206,17,15,15
206,18,15,15
206,19,15,45
206,20,15,30
206,21,15,30
206,22,15,30
206,23,45,30
207,0,30,30
207,1,15,30
207,2,15,30
207,3,15,30
207,4,15,15
207,5,15,45
207,6,15,15
207,7,15,45
207,8,15,45
207,9,15,15
207,10,15,30
207,11,15,15
207,12,15,30
207,13,15,30
207,14,15,15
207,15,15,15
207,16,15,30
207,17,15,15
207,18,30,15
207,19,15,45
207,20,15,30
207,21,15,30
207,22,15,30
207,23,30,30
208,0,15,30
208,1,15,30
208,2,15,30
208,3,15,30
208,4,15,30
208,5,15,45
208,6,15,45
208,7,15,45
208,8,15,45
208,9,15,30
208,10,15,30
208,11,15,30
208,12,15,30
208,13,15,30
208,14,15,15
208,15,15,15
208,16,15,15
208,17,15,15
208,18,30,15
208,19,15,45
208,20,15,30
208,21,15,30
208,22,15,45
208,23,45,45
209,0,15,30
209,1,15,30
209,2,15,30
209,3,15,45
209,4,15,30
209,5,15,45
209,6,15,45
209,7,15,45
209,8,15,45
209,9,15,30
209,10,15,30
209,11,15,30
209,12,15,30
209,13,15,30
209,14,15,15
209,15,15,15
209,16,15,15
209,17,30,15
209,18,30,15
209,19,15,45
209,20,15,45
209,21,15,30
209,22,15,45
209,23,45,45
210,0,15,30
210,1,15,45
210,2,15,30
210,3,15,45
210,4,15,30
210,5,15,45
210,6,15,15
210,7,15,15
210,8,15,45
210,9,15,30
210,10,15,30
210,11,30,30
210,12,15,30
210,13,15,30
210,14,15,30
210,15,15,15
210,16,15,30
210,17,15,15
210,18,30,15
210,19,15,45
210,20,15,45
210,21,15,30
210,22,15,45
210,23,45,45
211,0,15,30
211,1,15,30
211,2,15,30
211,3,15,30
211,4,15,30
211,5,15,15
211,6,15,15
211,7,15,15
211,8,15,15
211,9,15,30
211,10,15,30
211,11,15,30
211,12,15,30
211,13,15,30
211,14,15,30
211,15,15,15
211,16,15,15
211,17,15,15
211,18,15,15
211,19,15,45
211,20,15,45
211,21,15,30
211,22,15,45
211,23,45,45
212,0,15,15
212,1,15,45
212,2,15,30
212,3,15,45
212,4,15,30
212,5,15,15
212,6,15,15
212,7,15,15
212,8,15,30
212,9,15,30
212,10,15,30
212,11,15,15
212,12,15,15
212,13,15,30
212,14,15,15
212,15,15,15
212,16,15,15
212,17,15,15
212,18,15,15
212,19,15,45
212,20,15,45
212,21,15,30
212,22,15,30
212,23,45,45
213,0,15,15
213,1,15,45
213,2,15,30
213,3,15,45
213,4,15,30
213,5,15,30
213,6,15,15
213,7,15,15
213,8,15,30
213,9,15,30
213,10,15,30
213,11,15,15
213,12,15,15
213,13,15,15
213,14,15,15
213,15,15,15
213,16,15,15
213,17,15,15
213,18,15,15
213,19,15,45
213,20,15,45
213,21,15,15
213,22,15,15
213,23,45,15
214,0,15,15
214,1,15,15
214,2,15,30
214,3,15,30
214,4,15,30
214,5,15,15
214,6,15,15
214,7,15,15
214,8,15,30
214,9,15,30
214,10,15,30
214,11,15,15
214,12,15,30
214,13,15,15
214,14,15,15
214,15,15,15
214,16,15,15
214,17,15,15
214,18,15,15
214,19,15,45
214,20,15,45
214,21,15,15
214,22,15,15
214,23,45,15
215,0,15,15
215,1,15,45
215,2,15,30
215,3,15,30
215,4,15,15
215,5,15,15
215,6,15,15
215,7,15,15
215,8,15,15
215,9,15,30
215,10,15,30
215,11,15,30
215,12,15,30
215,13,15,30
215,14,30,15
215,15,15,15
215,16,15,15
215,17,15,15
215,18,15,15
215,19,15,15
215,20,15,15
215,21,15,15
215,22,15,15
215,23,45,15
216,0,15,15
216,1,15,45
216,2,15,30
216,3,15,30
216,4,15,30
216,5,15,15
216,6,15,15
216,7,15,15
216,8,15,30
216,9,15,30
216,10,15,30
216,11,15,30
216,12,15,30
216,13,15,15
216,14,30,15
216,15,15,15
216,16,15,15
216,17,15,15
216,18,15,15
216,19,15,15
216,20,15,15
216,21,15,15
216,22,15,15
216,23,45,15
217,0,15,15
217,1,15,45
217,2,15,45
217,3,15,30
217,4,15,30
217,5,15,15
217,6,15,15
217,7,15,15
217,8,15,30
217,9,15,30
217,10,15,30
217,11,15,30
217,12,15,30
217,13,15,15
217,14,30,15
217,15,15,15
217,16,15,15
217,17,15,15
217,18,15,15
217,19,15,15
217,20,15,15
217,21,15,15
217,22,15,15
217,23,30,15
218,0,15,15
218,1,15,45
218,2,15,45
218,3,15,30
218,4,15,30
218,5,15,30
218,6,15,30
218,7,15,30
218,8,15,30
218,9,15,30
218,10,15,30
218,11,15,15
218,12,15,15
218,13,15,15
218,14,15,15
218,15,15,15
218,16,15,15
218,17,15,15
218,18,15,15
218,19,15,15
218,20,15,15
218,21,15,15
218,22,15,15
218,23,15,15
219,0,15,15
219,1,15,45
219,2,15,45
219,3,15,45
219,4,15,30
219,5,15,30
219,6,15,15
